period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,generation,generation-units
2024,62951,Hawtree Solar,SUN,Solar,NC,North Carolina,ALL,111768,megawatthours
2024,62951,Hawtree Solar,SUN,Solar,NC,North Carolina,PV,111768,megawatthours
2024,63064,Asheville-Rock Hill Battery,ALL,Total,NC,North Carolina,ALL,-160,megawatthours
2024,63064,Asheville-Rock Hill Battery,MWH,Other,NC,North Carolina,ALL,-160,megawatthours
2024,63064,Asheville-Rock Hill Battery,MWH,Other,NC,North Carolina,BA,-160,megawatthours
2024,63076,Gutenberg Solar,ALL,Total,NC,North Carolina,ALL,152931,megawatthours
2024,63076,Gutenberg Solar,SUN,Solar,NC,North Carolina,ALL,152931,megawatthours
2024,63076,Gutenberg Solar,SUN,Solar,NC,North Carolina,PV,152931,megawatthours
2024,61512,"Bullock Solar, LLC",ALL,Total,NC,North Carolina,ALL,101206,megawatthours
2024,61512,"Bullock Solar, LLC",SUN,Solar,NC,North Carolina,ALL,101206,megawatthours
2024,61512,"Bullock Solar, LLC",SUN,Solar,NC,North Carolina,PV,101206,megawatthours
2024,61561,Bladen Solar,ALL,Total,NC,North Carolina,ALL,104030,megawatthours
2024,61561,Bladen Solar,SUN,Solar,NC,North Carolina,ALL,104030,megawatthours
2024,61561,Bladen Solar,SUN,Solar,NC,North Carolina,PV,104030,megawatthours
2024,61610,NC 102 Project LLC,ALL,Total,NC,North Carolina,ALL,129300,megawatthours
2024,61610,NC 102 Project LLC,SUN,Solar,NC,North Carolina,ALL,129300,megawatthours
2024,61610,NC 102 Project LLC,SUN,Solar,NC,North Carolina,PV,129300,megawatthours
